,is_weekend,count_supports,count_all_days,supports_per_day,supports_per_week,count_of_month,count_of_week,max_subsequence,max_subsequence_week,count_of_bad_trigger_calls,count_of_good_calls
50043,0.6666666666666666,6,3,2.0,3.0,2,2,4,5,0,0
33671,0.0,3,1,3.0,1.5,2,2,3,2,0,0
271241,0.0,7,2,3.5,7.0,1,1,6,7,2,0
222090,0.06666666666666667,15,3,5.0,7.5,2,2,13,14,6,0
33673,0.0,3,1,3.0,3.0,1,1,3,3,0,1
9100,0.0,4,1,4.0,4.0,1,1,4,4,1,0
41869,0.6666666666666666,3,3,1.0,1.0,2,3,1,1,0,0
58254,0.0,2,1,2.0,2.0,1,1,2,2,0,0
9097,1.0,3,1,3.0,3.0,1,1,3,3,0,0
50064,0.2903225806451613,31,18,1.7222222222222223,3.4444444444444446,2,9,6,6,0,5
33684,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50069,1.0,3,2,1.5,3.0,1,1,2,3,0,0
50071,0.0,13,8,1.625,1.8571428571428572,2,7,2,4,2,0
9112,0.3333333333333333,3,3,1.0,1.5,2,2,1,2,0,0
50073,0.2,5,4,1.25,1.25,2,4,2,2,0,0
41882,0.0,2,2,1.0,1.0,2,2,1,1,1,0
197532,0.3333333333333333,9,7,1.2857142857142858,1.8,2,5,2,2,4,0
33692,0.0,10,3,3.3333333333333335,5.0,1,2,6,7,4,0
50077,0.13043478260869565,23,14,1.6428571428571428,3.2857142857142856,2,7,4,8,1,6
9120,1.0,3,1,3.0,3.0,1,1,3,3,0,0
50080,0.5,2,2,1.0,1.0,2,2,1,1,0,0
41902,1.0,2,1,2.0,2.0,1,1,2,2,1,0
9135,1.0,1,1,1.0,1.0,1,1,1,1,0,0
50094,0.3333333333333333,9,7,1.2857142857142858,2.25,2,4,2,4,0,0
41905,0.0,4,2,2.0,2.0,1,2,3,3,1,0
9138,0.0,3,1,3.0,3.0,1,1,3,3,3,0
50099,1.0,3,1,3.0,3.0,1,1,3,3,0,0
222137,0.0,5,2,2.5,2.5,2,2,4,4,3,0
33721,0.0,1,1,1.0,1.0,1,1,1,1,1,0
9145,0.0,4,1,4.0,4.0,1,1,4,4,0,0
50105,0.75,4,4,1.0,1.0,2,4,1,1,0,0
50109,1.0,4,2,2.0,2.0,1,2,3,3,0,0
9150,0.6666666666666666,3,2,1.5,1.5,2,2,2,2,0,0
50111,0.3333333333333333,6,3,2.0,2.0,2,3,3,3,0,0
50114,0.25,4,2,2.0,2.0,1,2,3,3,3,0
9158,0.3125,16,3,5.333333333333333,5.333333333333333,2,3,7,12,5,0
50119,0.8571428571428571,7,2,3.5,3.5,2,2,6,4,4,0
50123,0.0,2,2,1.0,2.0,1,1,1,2,0,0
50126,0.2222222222222222,9,7,1.2857142857142858,1.5,2,6,3,4,2,1
33743,0.16666666666666666,6,5,1.2,2.0,2,3,2,2,1,0
50129,0.0,3,1,3.0,3.0,1,1,3,3,2,0
50130,0.0,2,2,1.0,1.0,1,2,1,1,0,0
50136,0.2857142857142857,7,5,1.4,2.3333333333333335,2,3,2,3,1,0
132057,0.0,9,7,1.2857142857142858,1.5,2,6,2,3,0,0
41945,0.6666666666666666,3,2,1.5,1.5,1,2,2,2,0,0
9179,0.2857142857142857,7,7,1.0,1.4,2,5,1,2,2,1
9178,0.25,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
50141,0.6,5,4,1.25,1.25,2,4,2,2,1,0
9182,0.0,5,5,1.0,1.25,2,4,1,2,2,0
50142,0.0,3,2,1.5,1.5,2,2,2,2,0,0
9190,0.0,10,5,2.0,2.5,2,4,4,4,0,0
50153,0.2,5,4,1.25,1.0,2,5,2,1,0,0
9195,0.0,2,1,2.0,1.0,2,2,2,1,0,0
9199,0.2222222222222222,18,13,1.3846153846153846,2.25,2,8,3,5,0,0
214001,0.0,1,1,1.0,1.0,1,1,1,1,0,0
33777,0.5,2,2,1.0,1.0,1,2,1,1,0,0
205811,0.0,2,1,2.0,2.0,1,1,2,2,0,0
33779,0.0,6,1,6.0,6.0,1,1,6,6,0,2
9208,0.5,2,2,1.0,2.0,1,1,1,2,1,0
214010,0.7142857142857143,7,3,2.3333333333333335,3.5,1,2,5,6,0,0
50170,1.0,5,2,2.5,2.5,2,2,3,3,0,0
50172,0.6666666666666666,3,2,1.5,3.0,1,1,2,3,2,0
41981,0.25,8,5,1.6,2.0,2,4,2,3,0,0
3460,0.0,1,1,1.0,1.0,1,1,1,1,0,0
222210,0.25,28,16,1.75,3.5,2,8,6,7,1,0
50179,0.29411764705882354,17,14,1.2142857142857142,2.4285714285714284,2,7,2,3,1,4
50180,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50184,0.0,6,5,1.2,1.5,2,4,2,3,1,0
222217,1.0,1,1,1.0,1.0,1,1,1,1,1,0
9226,0.5,6,5,1.2,1.2,2,5,2,2,0,0
50190,0.4,5,5,1.0,1.25,2,4,1,2,0,0
42000,1.0,1,1,1.0,1.0,1,1,1,1,0,0
9233,0.4,15,8,1.875,2.142857142857143,2,7,3,5,0,5
271378,0.6521739130434783,23,3,7.666666666666667,5.75,2,4,15,15,2,0
74771,0.0,1,1,1.0,1.0,1,1,1,1,1,0
50195,0.375,8,3,2.6666666666666665,2.6666666666666665,2,3,3,3,1,0
50203,0.4166666666666667,12,6,2.0,2.4,2,5,3,5,0,0
50210,0.0,5,5,1.0,1.6666666666666667,2,3,1,2,0,0
9253,1.0,2,1,2.0,2.0,1,1,2,2,1,0
9254,0.2,5,4,1.25,1.0,2,5,2,1,0,4
3468,0.8,5,2,2.5,1.6666666666666667,2,3,4,2,0,0
9257,0.0,3,2,1.5,3.0,1,1,2,3,0,0
50219,0.0,3,2,1.5,1.5,2,2,2,2,0,0
9260,0.4,5,2,2.5,1.6666666666666667,2,3,3,2,0,1
214061,1.0,2,1,2.0,2.0,1,1,2,2,0,0
50225,0.125,8,5,1.6,2.0,2,4,2,4,0,0
50227,0.0,3,2,1.5,1.5,1,2,2,2,0,0
33845,0.0,2,1,2.0,2.0,1,1,2,2,0,1
50230,1.0,2,1,2.0,2.0,1,1,2,2,1,0
50237,0.6666666666666666,9,4,2.25,3.0,2,3,6,6,2,0
9278,0.0,6,3,2.0,2.0,2,3,3,3,1,0
3472,0.0,3,1,3.0,3.0,1,1,3,3,0,0
9279,0.0,1,1,1.0,1.0,1,1,1,1,0,0
9280,0.0,5,3,1.6666666666666667,1.25,2,4,3,2,0,0
33861,0.16666666666666666,6,3,2.0,2.0,2,3,4,3,1,0
42053,0.2,5,5,1.0,1.0,2,5,1,1,0,0
42054,1.0,1,1,1.0,1.0,1,1,1,1,0,0
33864,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50249,0.0,2,1,2.0,2.0,1,1,2,2,1,0
50247,0.16666666666666666,6,4,1.5,2.0,2,3,3,3,0,0
42059,0.0,5,5,1.0,1.6666666666666667,2,3,1,2,0,0
50252,0.25,4,4,1.0,2.0,2,2,1,2,0,0
9293,0.16666666666666666,6,4,1.5,2.0,2,3,2,3,1,0
9294,0.16666666666666666,6,2,3.0,2.0,2,3,5,4,3,0
9286,1.0,1,1,1.0,1.0,1,1,1,1,0,0
33879,0.2857142857142857,7,4,1.75,1.75,2,4,3,3,0,0
50264,0.0,2,1,2.0,2.0,1,1,2,2,0,0
42077,1.0,1,1,1.0,1.0,1,1,1,1,0,0
50273,0.8888888888888888,9,3,3.0,3.0,1,3,6,6,3,0
50278,0.0,1,1,1.0,1.0,1,1,1,1,0,0
42087,1.0,11,1,11.0,11.0,1,1,11,11,4,0
50281,0.4,20,15,1.3333333333333333,2.857142857142857,2,7,3,4,0,14
9328,0.0,5,3,1.6666666666666667,2.5,2,2,2,4,0,0
50291,1.0,3,1,3.0,3.0,1,1,3,3,0,0
50292,0.0,2,2,1.0,1.0,1,2,1,1,0,0
9335,0.0,3,2,1.5,1.0,2,3,2,1,0,0
50296,0.0,2,2,1.0,1.0,2,2,1,1,0,0
9337,0.25,4,2,2.0,4.0,1,1,3,4,0,0
9338,0.4,5,3,1.6666666666666667,1.6666666666666667,2,3,2,2,0,0
189564,0.0,2,1,2.0,2.0,1,1,2,2,1,0
9343,0.0,4,2,2.0,1.3333333333333333,2,3,2,2,0,0
50303,0.375,8,8,1.0,1.1428571428571428,2,7,1,2,0,0
9346,1.0,2,1,2.0,2.0,1,1,2,2,1,0
99459,0.0,3,2,1.5,1.5,1,2,2,2,1,0
9347,0.0,2,1,2.0,2.0,1,1,2,2,2,0
50306,1.0,1,1,1.0,1.0,1,1,1,1,1,0
9350,0.4,5,5,1.0,1.0,2,5,1,1,0,0
9349,0.25,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
33928,0.0,5,4,1.25,1.6666666666666667,2,3,2,3,0,0
33930,0.625,8,2,4.0,4.0,2,2,5,5,1,0
9354,0.0,5,2,2.5,2.5,1,2,4,4,0,0
50317,1.0,2,1,2.0,2.0,1,1,2,2,0,1
9359,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50320,1.0,4,1,4.0,4.0,1,1,4,4,0,0
33938,0.25,4,4,1.0,1.0,2,4,1,1,0,4
9363,0.0,4,2,2.0,2.0,1,2,3,3,0,0
52799,0.0,1,1,1.0,1.0,1,1,1,1,0,0
9367,0.16666666666666666,6,3,2.0,2.0,2,3,4,3,2,0
189595,0.0,3,2,1.5,1.5,1,2,2,2,1,1
42139,0.2,5,3,1.6666666666666667,1.6666666666666667,1,3,3,3,2,0
42144,0.0,4,3,1.3333333333333333,2.0,2,2,2,3,3,0
50337,0.14285714285714285,7,3,2.3333333333333335,2.3333333333333335,2,3,5,3,2,0
222374,0.0,7,1,7.0,7.0,1,1,7,7,4,0
50342,0.0,3,1,3.0,3.0,1,1,3,3,0,0
9388,0.6666666666666666,3,2,1.5,1.5,2,2,2,2,2,0
107693,0.0,2,1,2.0,2.0,1,1,2,2,0,0
50351,0.2,10,5,2.0,2.0,2,5,4,4,1,2
33968,0.0,3,2,1.5,3.0,1,1,2,3,0,0
9393,0.0,3,2,1.5,1.5,2,2,2,2,1,0
9395,1.0,1,1,1.0,1.0,1,1,1,1,0,0
12096,0.75,4,2,2.0,2.0,2,2,3,3,0,0
33973,0.0,1,1,1.0,1.0,1,1,1,1,1,0
50358,0.0,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
83130,0.16666666666666666,12,5,2.4,3.0,2,4,7,7,1,0
9407,0.3333333333333333,9,6,1.5,2.25,2,4,2,4,0,0
42179,1.0,1,1,1.0,1.0,1,1,1,1,0,0
33988,0.29411764705882354,17,7,2.4285714285714284,2.8333333333333335,2,6,5,5,2,0
42181,0.0,2,2,1.0,1.0,2,2,1,1,1,0
9413,0.5,4,2,2.0,4.0,1,1,2,4,0,1
50375,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50376,0.14285714285714285,7,6,1.1666666666666667,1.4,2,5,2,2,1,0
9412,0.25,4,4,1.0,1.3333333333333333,2,3,1,2,0,0
9418,0.3333333333333333,3,2,1.5,1.5,2,2,2,2,0,0
50371,0.25,4,3,1.3333333333333333,2.0,1,2,2,3,0,0
9420,0.6666666666666666,3,2,1.5,1.5,2,2,2,2,3,0
50381,0.3333333333333333,6,3,2.0,2.0,1,3,3,3,0,6
50382,0.0,4,1,4.0,4.0,1,1,4,4,0,0
52346,0.6666666666666666,6,3,2.0,3.0,2,2,4,5,2,0
50386,0.0,5,3,1.6666666666666667,1.6666666666666667,2,3,3,2,2,0
11643,0.0,2,1,2.0,2.0,1,1,2,2,0,0
50387,0.0,1,1,1.0,1.0,1,1,1,1,0,0
9433,1.0,2,1,2.0,2.0,1,1,2,2,1,0
9435,0.0,5,1,5.0,5.0,1,1,5,5,0,0
11645,0.375,8,6,1.3333333333333333,1.3333333333333333,2,6,2,2,0,3
9439,0.0,2,1,2.0,2.0,1,1,2,2,1,0
42207,0.0,3,2,1.5,1.5,2,2,2,2,1,0
11646,0.0,3,1,3.0,3.0,1,1,3,3,0,0
50403,1.0,2,1,2.0,2.0,1,1,2,2,1,0
9446,0.6666666666666666,6,4,1.5,2.0,1,3,3,3,3,0
42216,0.1875,16,11,1.4545454545454546,3.2,2,5,3,5,0,0
50412,0.07692307692307693,13,7,1.8571428571428572,2.1666666666666665,2,6,3,4,3,0
34029,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50415,0.0,3,2,1.5,3.0,1,1,2,3,0,0
9458,0.0,3,1,3.0,3.0,1,1,3,3,0,0
9459,0.125,8,5,1.6,4.0,2,2,4,6,3,0
34036,0.75,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
189685,0.4,5,3,1.6666666666666667,2.5,1,2,2,3,1,0
42229,0.3,10,8,1.25,1.6666666666666667,2,6,3,4,0,0
50423,0.16666666666666666,6,5,1.2,2.0,2,3,2,3,0,0
9465,0.25,4,2,2.0,2.0,1,2,3,3,2,0
50425,1.0,1,1,1.0,1.0,1,1,1,1,0,0
50427,0.0,6,3,2.0,3.0,1,2,3,3,4,0
156924,1.0,2,1,2.0,2.0,1,1,2,2,0,0
9471,0.1724137931034483,29,21,1.380952380952381,3.2222222222222223,2,9,2,5,0,0
11652,0.34615384615384615,26,12,2.1666666666666665,3.7142857142857144,2,7,4,7,0,0
9474,0.2,5,3,1.6666666666666667,1.6666666666666667,2,3,2,2,0,0
34051,0.0,1,1,1.0,1.0,1,1,1,1,0,0
9476,0.0,2,1,2.0,2.0,1,1,2,2,0,0
9478,0.25,4,3,1.3333333333333333,2.0,1,2,2,3,3,0
50442,0.0,2,2,1.0,1.0,2,2,1,1,0,0
11654,0.0,3,2,1.5,1.5,2,2,2,2,0,0
50445,0.06666666666666667,30,6,5.0,7.5,2,4,20,23,20,0
9486,0.0,1,1,1.0,1.0,1,1,1,1,0,0
9491,0.0,6,1,6.0,6.0,1,1,6,6,2,0
115988,0.0,10,2,5.0,5.0,2,2,9,7,2,5
222484,0.0,1,1,1.0,1.0,1,1,1,1,0,0
9494,0.125,8,3,2.6666666666666665,2.0,2,4,6,3,0,0
50458,1.0,1,1,1.0,1.0,1,1,1,1,0,0
9498,0.0,2,1,2.0,2.0,1,1,2,2,0,0
50465,0.08333333333333333,12,4,3.0,6.0,1,2,9,9,4,0
50470,0.16666666666666666,6,5,1.2,1.5,2,4,2,3,0,1
42279,0.3333333333333333,6,3,2.0,3.0,2,2,3,3,2,0
9512,0.0,4,2,2.0,1.3333333333333333,2,3,2,2,1,0
9513,0.6666666666666666,6,4,1.5,1.5,2,4,2,2,1,0
9514,1.0,1,1,1.0,1.0,1,1,1,1,1,0
50475,0.0,1,1,1.0,1.0,1,1,1,1,0,0
132397,0.25,12,6,2.0,2.4,2,5,4,4,6,0
50478,0.0,2,2,1.0,1.0,2,2,1,1,2,0
42287,0.0,2,1,2.0,2.0,1,1,2,2,1,0
140593,0.46153846153846156,13,7,1.8571428571428572,2.6,2,5,4,6,5,0
50481,0.25,4,2,2.0,1.3333333333333333,2,3,3,2,1,0
50495,0.0,1,1,1.0,1.0,1,1,1,1,0,0
9538,0.6666666666666666,3,2,1.5,1.5,2,2,2,2,2,0
50498,0.3888888888888889,18,12,1.5,2.25,2,8,3,5,0,9
9541,0.5714285714285714,7,3,2.3333333333333335,2.3333333333333335,2,3,3,3,1,3
9543,1.0,5,1,5.0,5.0,1,1,5,5,0,0
50504,1.0,1,1,1.0,1.0,1,1,1,1,0,0
50503,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50505,0.0,5,2,2.5,2.5,2,2,4,4,0,0
50507,0.2,5,3,1.6666666666666667,1.6666666666666667,2,3,3,3,0,0
11667,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50508,0.0,10,4,2.5,3.3333333333333335,2,3,4,5,0,4
11668,0.3333333333333333,3,2,1.5,1.0,2,3,2,1,0,0
50514,0.2,5,3,1.6666666666666667,2.5,2,2,2,3,0,0
9557,0.5,2,2,1.0,2.0,1,1,1,2,0,0
271702,0.0,3,1,3.0,3.0,1,1,3,3,0,0
157015,0.0,10,1,10.0,10.0,1,1,10,10,7,0
9559,0.125,8,3,2.6666666666666665,2.6666666666666665,2,3,4,4,1,4
50522,0.0,2,1,2.0,2.0,1,1,2,2,0,0
9563,0.2222222222222222,18,13,1.3846153846153846,3.0,2,6,4,6,0,0
34151,0.0,4,2,2.0,2.0,1,2,2,2,2,0
271722,0.0,1,1,1.0,1.0,1,1,1,1,0,0
9579,0.0,6,2,3.0,3.0,2,2,4,3,1,0
116076,1.0,4,1,4.0,4.0,1,1,4,4,1,0
50541,0.0,11,5,2.2,3.6666666666666665,2,3,4,6,2,0
50539,0.5,2,2,1.0,1.0,1,2,1,1,0,0
50543,0.4444444444444444,9,4,2.25,3.0,2,3,4,5,0,0
50550,0.0,10,4,2.5,2.5,2,4,5,5,3,0
116087,0.0,2,1,2.0,2.0,1,1,2,2,1,0
9593,0.25,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,4,0
11676,0.0,1,1,1.0,1.0,1,1,1,1,0,0
9595,0.0,17,3,5.666666666666667,8.5,1,2,10,13,6,0
9600,0.0,3,1,3.0,1.5,2,2,3,2,0,0
34181,0.36363636363636365,11,5,2.2,2.75,2,4,4,6,8,0
34182,1.0,2,2,1.0,1.0,1,2,1,1,0,0
9609,0.5,2,2,1.0,2.0,1,1,1,2,0,0
34192,0.6,5,2,2.5,2.5,2,2,3,3,1,0
50577,0.0,6,3,2.0,2.0,1,3,3,3,0,1
42387,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50580,0.20588235294117646,34,21,1.619047619047619,3.7777777777777777,2,9,5,8,0,27
50582,1.0,9,1,9.0,9.0,1,1,9,9,4,0
34198,0.18181818181818182,33,22,1.5,3.6666666666666665,2,9,4,7,0,0
9624,0.0,4,1,4.0,4.0,1,1,4,4,0,0
58777,0.8,10,4,2.5,3.3333333333333335,2,3,5,8,5,0
34202,0.0,4,4,1.0,1.3333333333333333,2,3,1,2,0,0
9631,0.1111111111111111,9,3,3.0,4.5,1,2,6,6,4,0
50591,0.0,6,2,3.0,3.0,1,2,5,5,1,0
9635,0.0,2,1,2.0,2.0,1,1,2,2,0,0
34212,0.5,2,2,1.0,1.0,2,2,1,1,0,0
34213,0.3333333333333333,3,2,1.5,1.5,2,2,2,2,0,0
50603,0.32,25,15,1.6666666666666667,3.125,2,8,5,6,0,19
50605,0.0,3,2,1.5,1.5,2,2,2,2,0,0
9647,0.3,10,3,3.3333333333333335,5.0,2,2,5,6,3,0
50608,0.3333333333333333,12,10,1.2,2.0,2,6,2,3,0,0
3547,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50614,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50617,0.0,7,4,1.75,1.75,2,4,3,3,4,0
50618,0.4,5,5,1.0,1.0,2,5,1,1,0,0
50619,0.3333333333333333,12,3,4.0,6.0,1,2,7,7,4,0
42428,0.3333333333333333,9,6,1.5,1.5,2,6,2,3,0,0
9663,0.25,4,4,1.0,1.0,2,4,1,1,0,0
34240,0.5,6,3,2.0,6.0,1,1,3,6,6,0
3549,0.6666666666666666,3,2,1.5,1.5,1,2,2,2,0,0
50623,0.0,5,3,1.6666666666666667,1.6666666666666667,2,3,2,2,0,0
9667,1.0,2,1,2.0,2.0,1,1,2,2,1,0
9668,0.0,2,1,2.0,2.0,1,1,2,2,1,0
42438,0.0,1,1,1.0,1.0,1,1,1,1,0,0
9670,0.1,10,6,1.6666666666666667,2.0,2,5,4,5,3,0
9672,1.0,1,1,1.0,1.0,1,1,1,1,0,0
9673,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50631,0.0,4,3,1.3333333333333333,2.0,2,2,2,2,0,0
271819,0.5,12,7,1.7142857142857142,2.4,2,5,3,5,5,0
271820,0.4,5,3,1.6666666666666667,1.6666666666666667,2,3,2,2,0,0
50637,0.0,3,1,3.0,3.0,1,1,3,3,0,0
271822,0.16666666666666666,6,3,2.0,3.0,1,2,3,5,6,0
52811,0.2,10,9,1.1111111111111112,1.4285714285714286,2,7,2,3,0,0
42451,1.0,2,1,2.0,2.0,1,1,2,2,0,0
50651,0.0,1,1,1.0,1.0,1,1,1,1,1,0
214491,0.6666666666666666,3,2,1.5,1.5,1,2,2,2,0,0
34269,0.0,1,1,1.0,1.0,1,1,1,1,0,0
42466,0.25,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
34275,1.0,1,1,1.0,1.0,1,1,1,1,0,0
50658,0.0,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
50662,0.0,3,3,1.0,1.0,2,3,1,1,0,0
34281,0.36363636363636365,33,13,2.5384615384615383,4.714285714285714,2,7,4,6,14,0
11699,0.0,1,1,1.0,1.0,1,1,1,1,0,0
34286,1.0,2,1,2.0,2.0,1,1,2,2,1,0
50670,0.0,4,2,2.0,2.0,2,2,3,3,0,0
9712,0.0,1,1,1.0,1.0,1,1,1,1,0,0
34289,0.0,1,1,1.0,1.0,1,1,1,1,0,0
9713,0.0,2,1,2.0,2.0,1,1,2,2,1,0
9715,1.0,2,1,2.0,2.0,1,1,2,2,1,0
50673,0.1,10,7,1.4285714285714286,2.0,2,5,3,3,0,4
50679,0.25,4,2,2.0,4.0,1,1,3,4,2,0
42490,1.0,1,1,1.0,1.0,1,1,1,1,1,0
50683,0.0,3,1,3.0,3.0,1,1,3,3,0,0
34301,0.3076923076923077,13,9,1.4444444444444444,2.1666666666666665,2,6,4,5,2,0
9725,0.0,11,2,5.5,5.5,2,2,7,7,2,0
50686,0.0,10,5,2.0,2.0,2,5,6,4,0,4
9735,0.0,2,2,1.0,1.0,2,2,1,1,2,0
50697,0.3333333333333333,3,2,1.5,1.5,2,2,2,2,0,0
83467,0.0,1,1,1.0,1.0,1,1,1,1,0,0
214545,0.08333333333333333,12,5,2.4,6.0,1,2,8,11,2,0
50706,0.375,16,11,1.4545454545454546,2.6666666666666665,2,6,3,4,0,0
50708,0.17647058823529413,17,9,1.8888888888888888,2.4285714285714284,2,7,3,4,2,0
189976,0.0,3,1,3.0,3.0,1,1,3,3,1,0
50716,0.45454545454545453,11,6,1.8333333333333333,1.8333333333333333,2,6,4,4,0,0
9759,0.6,5,2,2.5,2.5,2,2,3,3,0,0
9762,0.0,8,3,2.6666666666666665,2.6666666666666665,2,3,6,6,6,0
9763,0.4,5,2,2.5,2.5,1,2,3,3,2,0
50728,0.14285714285714285,7,4,1.75,2.3333333333333335,2,3,3,4,1,0
42547,0.0,4,4,1.0,1.3333333333333333,2,3,1,2,2,0
9779,0.2,10,7,1.4285714285714286,2.5,2,4,2,4,0,0
50742,0.0,2,1,2.0,2.0,1,1,2,2,0,0
271927,0.125,8,8,1.0,1.1428571428571428,2,7,1,2,0,0
50744,0.1388888888888889,36,17,2.1176470588235294,4.0,2,9,6,11,2,22
50746,0.0,7,7,1.0,1.75,2,4,1,3,0,0
75326,0.75,4,3,1.3333333333333333,2.0,1,2,2,3,1,0
50751,0.0,6,2,3.0,1.5,2,4,4,2,0,0
9793,0.2,10,9,1.1111111111111112,1.4285714285714286,2,7,2,3,0,0
51267,0.6,5,3,1.6666666666666667,2.5,2,2,3,3,0,0
9798,0.6666666666666666,6,3,2.0,2.0,2,3,3,3,2,0
50759,0.6666666666666666,3,3,1.0,1.5,1,2,1,2,0,0
34376,0.0,1,1,1.0,1.0,1,1,1,1,1,0
50761,0.0,9,1,9.0,9.0,1,1,9,9,2,0
50762,0.25,12,10,1.2,2.0,2,6,2,5,5,0
9800,0.25,4,3,1.3333333333333333,2.0,1,2,2,3,0,0
42569,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50760,0.3,20,11,1.8181818181818181,3.3333333333333335,2,6,3,7,0,4
50766,0.2727272727272727,11,9,1.2222222222222223,1.5714285714285714,2,7,2,3,0,0
271952,0.0,5,3,1.6666666666666667,1.6666666666666667,1,3,3,3,1,0
50773,0.4,5,4,1.25,2.5,2,2,2,3,0,0
34390,0.2,5,5,1.0,1.6666666666666667,2,3,1,2,0,0
9816,0.0,1,1,1.0,1.0,1,1,1,1,0,0
140892,0.2,10,4,2.5,3.3333333333333335,1,3,7,8,2,0
9821,1.0,2,1,2.0,2.0,1,1,2,2,0,0
52817,0.3333333333333333,3,3,1.0,1.5,2,2,1,2,0,0
50789,0.6666666666666666,3,2,1.5,1.5,1,2,2,2,0,0
140903,0.0,3,1,3.0,3.0,1,1,3,3,1,0
34407,0.3333333333333333,3,3,1.0,1.0,1,3,1,1,0,0
42601,0.36666666666666664,60,19,3.1578947368421053,8.571428571428571,2,7,13,15,22,0
271980,1.0,5,1,5.0,5.0,1,1,5,5,2,0
50798,0.0,2,2,1.0,1.0,2,2,1,1,0,0
9840,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50800,0.38095238095238093,21,15,1.4,2.625,2,8,4,4,0,0
99964,0.0,1,1,1.0,1.0,1,1,1,1,0,0
9853,1.0,2,1,2.0,2.0,1,1,2,2,1,0
214655,0.0,2,2,1.0,1.0,1,2,1,1,0,0
9858,0.0,2,1,2.0,2.0,1,1,2,2,1,0
50820,0.25,4,2,2.0,2.0,1,2,3,3,2,0
42631,1.0,15,1,15.0,15.0,1,1,15,15,3,0
50823,0.5,6,4,1.5,2.0,2,3,2,3,1,0
190090,1.0,4,1,4.0,4.0,1,1,4,4,4,0
50833,0.25,4,4,1.0,1.0,2,4,1,1,0,0
42642,0.0,13,5,2.6,3.25,2,4,7,7,0,0
91795,0.6923076923076923,13,4,3.25,4.333333333333333,2,3,8,9,8,0
9879,0.0,4,3,1.3333333333333333,2.0,2,2,2,3,0,0
9880,1.0,3,1,3.0,3.0,1,1,3,3,2,0
3592,0.5,2,2,1.0,1.0,1,2,1,1,0,0
9882,0.25,8,5,1.6,2.6666666666666665,2,3,3,4,0,0
34457,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50840,0.09090909090909091,11,7,1.5714285714285714,2.2,2,5,2,4,0,0
149149,0.45454545454545453,11,6,1.8333333333333333,2.2,2,5,4,6,6,0
50848,0.12,25,15,1.6666666666666667,2.7777777777777777,2,9,6,5,4,0
9889,1.0,2,1,2.0,2.0,1,1,2,2,0,0
50850,1.0,2,1,2.0,2.0,1,1,2,2,0,0
50854,0.0,4,1,4.0,4.0,1,1,4,4,0,0
12192,0.2,5,4,1.25,1.6666666666666667,2,3,2,3,0,0
34479,1.0,1,1,1.0,1.0,1,1,1,1,0,0
50863,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50864,0.0,1,1,1.0,1.0,1,1,1,1,0,0
50867,1.0,1,1,1.0,1.0,1,1,1,1,1,0
9908,0.3333333333333333,3,2,1.5,1.5,2,2,2,2,2,0
272061,0.0,3,1,3.0,3.0,1,1,3,3,1,0
157373,0.0,4,2,2.0,2.0,2,2,3,3,0,0
50878,0.375,8,5,1.6,1.6,2,5,2,2,0,2
214720,0.0,1,1,1.0,1.0,1,1,1,1,1,0
50881,0.0,1,1,1.0,1.0,1,1,1,1,1,0
11741,0.0,1,1,1.0,1.0,1,1,1,1,0,0
272070,0.3333333333333333,9,3,3.0,3.0,2,3,5,5,2,0
9926,0.14285714285714285,7,5,1.4,1.4,2,5,3,3,0,0
50886,0.0,2,1,2.0,2.0,1,1,2,2,0,0
50889,0.6666666666666666,3,2,1.5,1.5,2,2,2,2,2,0
9930,0.0,2,2,1.0,2.0,1,1,1,2,0,0
9933,0.0,1,1,1.0,1.0,1,1,1,1,0,0
9941,1.0,3,1,3.0,3.0,1,1,3,3,0,0
3605,0.3,20,13,1.5384615384615385,2.857142857142857,2,7,3,4,0,0
9947,0.16666666666666666,12,9,1.3333333333333333,1.5,2,8,2,4,0,0
9948,0.5,2,2,1.0,1.0,2,2,1,1,0,0
9949,0.4,5,3,1.6666666666666667,1.6666666666666667,1,3,2,2,0,1
